ParticipantID,CouncilBudget,EnvSupport,TruthJustice,EquitableAccess,EasierTravel,WellBeing,AffordableLife,EconomySupport,Safety,CityDevelopment,MunicipalService,TaxEfficiency,OtherOption,DecreaseFunding,RedirectFunds,AlreadyFunded,UnequalBenefits,OtherGovFunding,NoLongerNeeded,ImproveEfficiency,NoLongerMeetsNeeds,OtherReason,ProvincialResp,FederalResp,LocalMPContact,FriendsContactMP,ProvincialConsultations,FederalConsultations,Petition,OtherAction
58f334db57b6ac4a32db4674cebed37e,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
ddf5b7a59970a53e1a6ccbb0bf81ca6e,Affordable housing and shelters,0,0,0,0,0,0,0,0,1,1,0,0,Enforcement of bylaws and licensing,1,1,0,0,0,1,0,1,Strongly agree,Strongly agree,0,0,0,0,1,0
a8af0a883d78c975b2e4f6ccb6111c50,Affordable housing and shelters,0,0,1,0,1,0,0,1,1,1,1,0,"Arts, culture, entertainment and attractions",1,0,1,1,0,0,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0
4d65360c76d554c6e24975017b61da9f,TTC and Wheel Trans,1,0,1,1,1,1,0,1,1,1,1,0,Police,1,1,0,0,0,1,0,1,Agree,Agree,1,0,0,0,1,0
ffc5c50a98b9cb91bd915eb14bb03aab,Promoting and supporting Toronto businesses,0,0,0,0,0,0,1,0,1,0,0,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0
d2f2724f994ceb188b1f174d77bfe265,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
18dd3a68ad527e4af194affd5e4d44b8,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
2b3eba8bd18984e129c3bc6eefd0ec09,Enforcement of bylaws and licensing,0,0,0,0,0,0,0,0,1,0,0,0,Animal services,1,0,0,0,0,0,0,0,Undecided / Don’t Know,Agree,1,0,0,0,0,0
cb41a37e2d9602be80ae0f53bb516f7e,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
278684ec52706620ff6251d33050e0fe,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
de0542b909aed9230dbee4c0635bbb5f,TTC and Wheel Trans,0,0,1,1,0,0,1,0,1,1,1,0,Police,0,1,1,0,0,1,0,0,Strongly agree,Strongly agree,0,0,1,1,1,0
ab812b487ed21854a68a3de07d5c8533,Parking,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
26059732e45dc250b49a6962f20b89d2,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
9b1ee2efb8db0435bc2af6c0becf9686,Affordable housing and shelters,0,0,1,0,1,1,0,0,1,1,1,0,Police,1,1,1,0,0,1,1,0,Strongly agree,Strongly agree,1,0,1,1,1,0
68187e6086d47e60526652889cd83316,TTC and Wheel Trans,1,0,1,1,1,1,0,0,0,0,0,0,Parking,0,0,0,0,0,0,0,1,None,None,0,0,0,0,0,0
087f0e44edc8dca6d91a831fc6e7fbc1,"Maintaining roads, bike lanes and sidewalks",0,0,0,0,0,0,0,0,0,0,0,1,Police,1,1,0,0,0,1,1,1,Strongly agree,Strongly agree,0,0,1,1,1,1
808a1b2227dbb59bd343e032237b6ffd,Building permits and inspections,0,0,0,0,0,0,1,0,0,0,0,0,TTC and Wheel Trans,0,1,0,0,0,0,0,0,Undecided / Don’t Know,Undecided / Don’t Know,0,0,0,1,0,0
fbf731d56ce49c392178b31bbaed251a,Police,0,0,0,0,0,0,0,1,0,0,0,0,Enforcement of bylaws and licensing,0,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
50edb37522b59424c18253b1a7173832,Affordable housing and shelters,0,0,1,0,1,0,0,0,0,0,0,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Agree,0,0,0,0,1,0
73528e08e83e5c9838d024c6221db4aa,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
2596635872fdcd40723f70fdd819b33a,TTC and Wheel Trans,1,0,1,1,1,1,1,0,1,1,1,0,Parking,1,0,1,0,0,0,1,0,Strongly agree,Strongly agree,0,0,0,0,1,0
4e1025de67ed388514761cb516f96d03,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,1,1,1,1,1,1,1,0,Parking,1,1,0,0,1,0,1,0,Strongly agree,Strongly agree,0,0,1,1,1,0
78e8a5db359503f480d828e87cdfdbc0,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
b6d7995cc4306c8c37b32300c26b3d6d,Police,0,0,0,0,0,0,0,1,0,1,1,0,Enforcement of bylaws and licensing,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,1,1,1,1,0
077539571f9c1b3bf2a26547bf9dec17,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
14660cb9796abcf156a557d0ffd12d5e,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
fb43214a30b02bbd0f7a6623239d57c0,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
3b9d95af4d3337ed85c1f911e17f86b2,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
c1f08b1a9482b691dc7cc0475b9398ca,Child care,0,0,1,0,0,1,1,0,1,0,1,0,Libraries,1,0,0,0,0,1,1,0,Strongly agree,Strongly agree,0,1,0,0,1,0
ad34c1ad39fbc6a32c404d2b25842ac6,Affordable housing and shelters,0,1,1,0,1,1,1,1,1,0,1,0,Child care,0,0,0,1,0,0,0,1,Strongly agree,Strongly agree,1,0,0,0,1,0
cf1f94bd7bf2f54f5b55ec1c1c5d510a,Environment and climate,1,0,0,0,1,0,0,0,1,0,0,1,Parking,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
d8205d252d198d000535ad595d635462,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,1,1,1,1,0,"Arts, culture, entertainment and attractions",1,0,1,0,0,0,0,0,Agree,Agree,0,0,0,0,1,0
89c4192aa776e16db8066c563ebc5a5e,Promoting and supporting Toronto businesses,0,0,0,0,0,0,1,0,0,0,0,0,Police,0,0,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
3924a43fdc002cabf73523ff968bec42,Affordable housing and shelters,0,0,0,0,0,0,0,0,0,0,1,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,1,0,0,0
8eb64e3fcdafdf7feb057a0e5eece4b2,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
e7dc33fbccd59b8cd5b0abe00b5d3493,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
2f20720784102fb1a6645aeb0cedb76e,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
7c42d575422d5b42d17821c616a0bec8,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,1,Police,1,1,1,0,0,0,1,1,Strongly agree,Strongly agree,1,1,1,1,1,0
119e44753f595b044f87b2e67a50cde8,TTC and Wheel Trans,1,0,1,1,0,1,1,1,1,0,0,0,Police,0,1,0,0,0,1,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0
e52b8a21dc337272b46ec9201bf95805,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
40f50dfa0f2a4f6cd3c1f01ae1341e8f,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
07049ec4c80b036cb0643d063946c873,Affordable housing and shelters,0,0,1,0,1,0,0,1,0,0,0,0,Parking,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,1,0,0
a83e695165ed5e19bc8810f7c1d78986,Child care,0,0,0,0,0,0,1,0,0,0,0,0,"Maintaining roads, bike lanes and sidewalks",0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,1,0
b4ee9c253dfec9d4f12a1f65714fbfd9,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
19e689f8f719f0d9a15448fd220c5904,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
4c6037ecf0729d65cfa5e9021cf204e8,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,0,0,1,0,0,Affordable housing and shelters,0,0,0,0,1,0,0,0,Disagree,Disagree,0,0,1,1,0,0
b0d7cb41c3e631baf5d13ca8d22cf1e9,Long-term care homes and services for seniors,0,0,0,0,1,0,0,1,1,1,0,0,"Arts, culture, entertainment and attractions",1,1,1,0,1,0,1,1,Undecided / Don’t Know,Undecided / Don’t Know,0,0,1,1,0,1
665862d7ad8f1a758353feb6168d7c20,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
845d0c3e2f5206e54b7793752b15cccd,Affordable housing and shelters,0,0,0,0,1,0,0,1,0,0,0,0,Promoting and supporting Toronto businesses,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
85c4a7062a3aaa48d68568b1d901d4ce,Enforcement of bylaws and licensing,0,0,0,1,0,0,1,1,1,1,1,0,Police,1,1,1,1,0,1,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0
36299217b71832b65eda29680483b588,Police,0,0,0,0,0,0,0,1,0,0,0,0,Enforcement of bylaws and licensing,0,1,0,0,0,0,0,0,Agree,Agree,0,1,0,0,1,0
92db83906632f49ccfb94fbb4ad26012,Affordable housing and shelters,0,1,1,1,1,0,1,1,1,1,1,0,Police,1,1,1,0,0,1,1,1,Strongly agree,Agree,0,0,0,0,1,0
a7c09ccbb5a64f133713fb579ff6a6ac,Police,0,0,0,0,0,0,0,1,0,1,1,0,Planning and development,0,0,1,0,0,1,0,0,Disagree,Agree,1,1,0,0,1,0
253b9f06af89eb32630dc1012752c92a,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
92ab7525c4f93c570b4982640ee81e59,Enforcement of bylaws and licensing,0,0,0,0,1,0,0,1,0,1,1,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
17f2d9d73732060a6ed12788a140e339,Public health,0,0,0,0,1,0,0,0,0,1,0,0,Police,0,0,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
1a9c6d904966665cf8288f64e1ff1a92,Affordable housing and shelters,0,0,1,0,1,1,0,1,1,1,0,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,1,0,0,1,0
6a5aebddba4395403f516aefd910c7f6,Affordable housing and shelters,0,0,0,0,0,0,0,1,0,0,0,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
9a38599c92c0e0346f5fadf53dc2c7ce,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
3307fddc55d3be7ba8e84eb9b9c9edb3,Affordable housing and shelters,0,1,1,0,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
c13b40fcae6199ff538be7d4918cd2c8,Enforcement of bylaws and licensing,0,0,0,0,1,0,0,1,0,1,1,0,Affordable housing and shelters,1,1,1,1,0,0,0,0,Agree,Agree,0,0,0,0,1,0
e22c96d2ff46dbe3429dde5c0276a294,Child care,0,0,1,0,1,1,1,0,0,0,0,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,1,0,0,0
faa553aa3addf9f8de46da36af931896,Child care,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
df82ac5a1ccc989ecf00e3111dae77e6,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
8213d9bab109930f2e862fae7ffff1b4,Environment and climate,1,0,0,0,0,0,1,0,1,0,0,0,"Arts, culture, entertainment and attractions",0,0,1,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,1,0
6fee214144130c7a964d050809cc70bd,Parks and recreation,0,0,1,0,1,0,0,0,0,0,0,0,Police,0,1,0,0,0,0,0,0,Agree,Agree,1,0,0,0,0,0
d49eeda84f00fc67febfd17f664f8e49,Employment and social services,0,0,1,0,0,0,0,1,0,0,1,1,Fire services,1,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1
01f0fc6751169705cc213d73baad3ac3,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
acde0d606db61e586b64acba0ed06a08,Affordable housing and shelters,0,1,1,0,1,0,0,1,0,0,0,0,Animal services,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
047755cf496a1b6ddb6f30b52fb21a78,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
037468bf93b19c01de6bbc2742e31358,Police,0,0,0,0,0,0,0,1,0,0,0,0,Building permits and inspections,0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,1,1,0,0
295842de8b46b932a81fc09daee1d70f,Public health,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
df76e92d394609c0088663afd8cc47a0,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
d5e3463f9c4235f5fe7099a037c7243c,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,0,0,1,Promoting and supporting Toronto businesses,1,0,1,0,0,0,0,1,Agree,Agree,0,0,0,0,1,0
e92a0b1afb1f7577116228c5400c6c38,Long-term care homes and services for seniors,0,0,1,1,1,0,0,0,0,0,0,0,Planning and development,0,1,0,0,0,1,0,0,Strongly agree,Strongly agree,1,0,1,0,0,0
3d1824c5970b2be5c16533cb6478cb54,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
63771a2f7e6f1d3cd3b13ea70493c2e0,Affordable housing and shelters,0,0,0,0,0,1,1,1,1,0,1,0,Environment and climate,0,0,0,1,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
d156ffd26b3592607652ba8cabfe00c2,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
4e3065e4f1376ec9ddbc2ceb47067457,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
1a5d32a27564d2516a8691c36c5ea5e8,Animal services,0,0,0,0,0,0,0,0,1,0,0,0,"Community grants, partnerships and programs for youth",0,0,1,0,0,0,0,0,Strongly agree,Strongly agree,1,0,0,0,1,0
0dc375d8712bb37cb52ed32c56146849,Affordable housing and shelters,0,0,1,0,1,0,0,0,0,0,0,0,Police,1,0,0,0,0,0,0,0,Agree,Agree,0,0,0,0,0,0
82413f9d1f1a64630a149dc5c732442d,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
af431516a1bc3d0b30f12c4abbebc965,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
1a7b01d4b7d965cf5ededcfed4ef2b8a,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
2b6ab565a4e4db84686b0ca131f7a37c,TTC and Wheel Trans,1,0,1,1,0,1,1,0,1,1,1,0,Parking,1,0,0,0,0,0,0,1,Strongly agree,Agree,1,1,0,0,0,0
3733400b4d07c19b7af6bfaf4a9acbbe,TTC and Wheel Trans,1,0,1,1,0,1,1,1,1,1,1,0,Parking,1,0,1,0,1,0,0,0,Strongly agree,Strongly agree,0,1,0,0,1,0
91edc05465220401423e35678e341490,Long-term care homes and services for seniors,0,0,0,0,0,1,0,0,0,1,1,0,Environment and climate,1,1,0,1,0,1,1,0,Strongly agree,Strongly agree,0,0,0,0,1,0
3e2e2ec724baabeff360d0277155afe3,Affordable housing and shelters,1,1,1,0,1,1,1,1,1,1,1,0,Police,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
fd170eb46f5e8d6e0f82ed9d814b2b73,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
ba1dbf496e2ff5cd452ddca09c7576b5,Affordable housing and shelters,0,1,1,0,1,1,0,1,1,1,1,0,Enforcement of bylaws and licensing,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
20373c44170d5f6a4d0e6dc89ead4481,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
8056821dc71db1866f97cfba736c517b,Police,0,0,0,0,0,0,0,1,0,0,0,0,"Arts, culture, entertainment and attractions",0,0,1,0,0,0,0,0,Agree,Strongly agree,0,0,0,0,1,0
81fd0f075d422efce6135ebf0c612cc1,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,0,0,1,0,0,Environment and climate,0,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
b77048c9fedb03317906fb8ee0eb4039,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
5a879da0b2dc9488499ea1d6605dea12,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
cd9a31b395e4c2d54f90f3c6a137ab52,Affordable housing and shelters,0,0,0,0,1,1,0,1,1,1,1,0,Police,0,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
fe53d212978674f9a807c9ef1243232c,Parks and recreation,0,0,0,0,1,0,0,0,0,1,0,1,Public health,1,1,1,1,1,1,1,0,Agree,Agree,1,1,1,1,1,0
15086d6da92e2ad80016ef61f3f45c44,Affordable housing and shelters,0,0,1,0,0,1,0,0,0,1,0,0,Police,1,0,0,0,0,1,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0
4430e85f0feda423fc47a53a92cd38cb,Affordable housing and shelters,0,1,1,0,1,1,1,0,1,1,1,0,Parking,1,1,1,0,0,0,1,1,Strongly agree,Agree,1,1,0,0,0,0
c9907ca317b260770c77338872c0b64d,Building permits and inspections,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
8c6f2fdc99c0f3171576be33dc394317,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
ba5d0f7f9f2eebdd9c09ff8d234fd1e9,Enforcement of bylaws and licensing,1,0,1,0,0,0,0,0,0,1,0,0,"Maintaining roads, bike lanes and sidewalks",1,1,1,0,0,0,1,0,Agree,Agree,0,0,1,1,0,0
800b87244d39910768efb7a5573a532e,"Arts, culture, entertainment and attractions",0,0,0,1,0,1,0,1,1,0,0,1,Parking,1,1,0,0,1,0,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0
cea6f07ff3e5128765078710179ceaf8,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
70c0ca8bcdc15a4c5cfc4beb253a4e9d,Affordable housing and shelters,0,0,1,0,1,1,0,1,1,0,0,0,Parking,0,0,0,1,0,0,0,0,Strongly agree,Strongly agree,1,1,1,0,0,0
66bd3c101b0818654bb7c5e02d38288a,Enforcement of bylaws and licensing,0,0,0,1,0,0,0,1,0,1,0,1,Police,1,1,0,0,0,1,0,1,Strongly agree,Strongly agree,1,0,1,1,0,0
592ce0c95d7611f810ae534efbfb091b,Affordable housing and shelters,0,0,1,0,1,1,0,1,0,1,1,0,Police,1,1,1,0,0,0,0,0,Strongly agree,Strongly agree,0,1,0,0,1,0
4991f05c4e56c710a7b61716f661b632,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,1,0,0,0,0,Police,0,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
25be846ea3a5082b1d57433072fd42d2,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,0,0,0,0,0,Animal services,0,0,1,0,0,0,0,0,Strongly disagree,Strongly disagree,0,0,0,0,1,0
b629a3d268c05101de6e4d66dda68bed,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
9ecadc696c9cfd13584b09785b864839,Enforcement of bylaws and licensing,0,0,0,0,0,0,0,1,0,1,1,1,Affordable housing and shelters,0,1,0,1,0,0,0,0,None,None,0,0,0,0,0,0
db52a5d123798315c2806e01feb11471,TTC and Wheel Trans,1,0,1,1,1,1,1,0,1,1,1,1,Parking,1,0,0,0,0,0,0,1,Strongly agree,Strongly agree,1,1,0,0,1,0
7982d91f6463f83e6d287f15c18f0b23,Police,0,0,0,0,1,0,0,1,0,1,0,1,Environment and climate,1,0,0,1,0,1,0,1,Agree,Agree,1,1,1,1,0,0
d0017a1a68f26ad607402ae7adf45044,Affordable housing and shelters,0,0,1,0,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,1,1,Strongly agree,Strongly agree,0,0,0,0,0,1
0ba5afedf8629e910e09b6d8a9984511,Affordable housing and shelters,0,0,1,0,1,1,1,1,1,1,1,1,Police,1,1,1,0,0,1,0,1,Strongly agree,Strongly agree,1,1,1,1,1,0
e0ebbe10f63152da2f2fab5d5b436849,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,0,0,0,0,1,1,0,Planning and development,0,0,0,0,0,1,0,0,Agree,Agree,0,0,1,1,0,0
2ec424438e5ad1499f7c4a11aacab4d8,Affordable housing and shelters,0,0,1,0,1,0,0,1,0,0,0,0,Promoting and supporting Toronto businesses,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
c9c0ff17ff3bfe33ccd62702e68590ad,Affordable housing and shelters,0,1,0,0,1,0,0,1,0,0,0,0,Parking,0,0,1,0,0,0,0,0,Agree,Strongly agree,0,1,0,0,1,0
903236c81553a5f14ba528fcac9ddd37,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
c94b7b8d7c2c1a3abe27a6e6675b0e94,Affordable housing and shelters,0,0,1,0,0,0,0,0,0,0,0,0,Parking,1,1,1,0,0,1,1,0,Agree,Agree,0,0,0,0,1,0
8ccf69537fed6dde61610b26cab78ecc,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
02ad966bde7a0ad2bad202360e9e73b9,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
0773100ce72ca7b2152d46d6095ec9ba,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Police,0,1,1,0,0,0,0,1,Strongly agree,Strongly agree,1,0,0,0,0,1
b7b5e6c23d87421bd794784b9fe21fcb,"Arts, culture, entertainment and attractions",0,1,0,0,1,0,1,0,0,0,0,0,Animal services,0,0,1,0,1,0,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0
07200e8c18b734250a33d79fc5057186,Public health,0,0,1,0,1,0,0,1,0,1,0,0,Parking,1,1,1,0,0,0,0,0,Agree,Strongly agree,0,0,1,1,1,0
4fc87cf64af227528d98b7e711a19949,Police,0,0,0,0,0,0,0,1,0,1,0,0,"Arts, culture, entertainment and attractions",1,1,0,0,0,0,0,0,Agree,Strongly agree,1,1,1,1,1,0
38abed1c299e2fcba69357f3b1fa6a12,Enforcement of bylaws and licensing,0,0,0,0,0,0,0,1,0,0,0,1,"Arts, culture, entertainment and attractions",1,1,0,0,0,0,1,0,Undecided / Don’t Know,Disagree,1,0,0,0,0,0
c51cb6f5474285066081d571fdf0fea3,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
6bd7d133fa69cdc5506ea825e5e79535,Environment and climate,1,1,1,1,1,1,1,0,0,0,0,0,Police,1,0,1,1,0,1,0,1,Strongly agree,Strongly agree,1,1,1,1,1,0
3b1d0bb4d099b18982263aa9d6ac5862,"Community grants, partnerships and programs for youth",0,0,0,0,1,1,1,1,0,0,1,1,Affordable housing and shelters,1,1,1,0,1,1,0,1,Strongly disagree,Disagree,1,1,0,0,1,1
94eddd74a80d9fb5ad050e1eb85b0fb0,Affordable housing and shelters,0,0,1,0,1,0,0,1,0,0,0,0,Parking,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
99776a1ea00e6330846f18bb55210abd,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
924f9f41d388ef719d6fedd6099a295b,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
f814ec889788fe67a1ac056062941191,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
e56cec47796ecf673b37b30f5f6a84d4,Planning and development,0,0,0,0,0,0,0,0,1,0,0,0,Libraries,0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,1,0,0,0,0,0
597f6d44d22f7abfc8c615d0183e30de,Affordable housing and shelters,0,0,0,0,0,0,0,1,0,0,0,0,Police,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
dccfaa96e8856634bac13159e6086ffd,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
9ca3edc1c5a0c44bab80440aeb490689,Environment and climate,1,0,0,0,0,0,0,0,0,0,0,0,Promoting and supporting Toronto businesses,0,0,1,0,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
c5c83de9ad4d6d14c3765819ffb4af66,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,0,0,1,Animal services,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
14e0a0586d7a75de8e1506824ebe1253,Affordable housing and shelters,1,1,1,0,1,1,1,1,1,0,0,0,Police,1,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,1,1,1,1,1
6e6fdee772dcc379dbf59611215f0878,Affordable housing and shelters,0,0,1,0,1,1,1,1,0,0,0,0,Police,1,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,1,0
